grid,phi_e[V],distance[m],distance[RE]
70,5.98557644633523E-01,4.39599000000000E+07,6.90000000000000E+00
71,6.23776755764866E-01,4.45970000000000E+07,7.00000000000000E+00
72,6.49800545110170E-01,4.52341000000000E+07,7.10000000000000E+00
73,6.76651142726055E-01,4.58712000000000E+07,7.20000000000000E+00
74,7.04564609848552E-01,4.65083000000000E+07,7.30000000000000E+00
75,7.33205462474969E-01,4.71454000000000E+07,7.40000000000000E+00
76,7.63009125450588E-01,4.77825000000000E+07,7.50000000000000E+00
77,7.92967152056792E-01,4.84196000000000E+07,7.60000000000000E+00
78,8.24765636677570E-01,4.90567000000000E+07,7.70000000000000E+00
79,8.57331198375221E-01,4.96938000000000E+07,7.80000000000000E+00
80,8.90520063078308E-01,5.03309000000000E+07,7.90000000000000E+00
81,9.25045252854491E-01,5.09680000000000E+07,8.00000000000000E+00
82,9.61167844827325E-01,5.16051000000000E+07,8.10000000000000E+00
83,9.97608693384280E-01,5.22422000000000E+07,8.20000000000000E+00
84,1.03557176011714E+00,5.28793000000000E+07,8.30000000000000E+00
85,1.07469218378573E+00,5.35164000000000E+07,8.40000000000000E+00
86,1.11527722919815E+00,5.41535000000000E+07,8.50000000000000E+00
87,1.15674160616962E+00,5.47906000000000E+07,8.60000000000000E+00
88,1.19976439477995E+00,5.54277000000000E+07,8.70000000000000E+00
89,1.24431522261115E+00,5.60648000000000E+07,8.80000000000000E+00
90,1.28998804483506E+00,5.67019000000000E+07,8.90000000000000E+00
91,1.33754270458211E+00,5.73390000000000E+07,9.00000000000000E+00
92,1.38661930813267E+00,5.79761000000000E+07,9.10000000000000E+00
93,1.43739922014673E+00,5.86132000000000E+07,9.20000000000000E+00
94,1.48996852739305E+00,5.92503000000000E+07,9.30000000000000E+00
95,1.54441880636186E+00,5.98874000000000E+07,9.40000000000000E+00
96,1.60117211124854E+00,6.05245000000000E+07,9.50000000000000E+00
97,1.65966902041330E+00,6.11616000000000E+07,9.60000000000000E+00
98,1.72034906068270E+00,6.17987000000000E+07,9.70000000000000E+00
99,1.78297500731306E+00,6.24358000000000E+07,9.80000000000000E+00
100,1.84809184853356E+00,6.30729000000000E+07,9.90000000000000E+00
101,1.96682261525914E+00,6.37100000000000E+07,1.00000000000000E+01
102,1.98693050317191E+00,6.43471000000000E+07,1.01000000000000E+01
103,2.06080292065567E+00,6.49842000000000E+07,1.02000000000000E+01
104,2.13684598563703E+00,6.56213000000000E+07,1.03000000000000E+01
105,2.21672957652670E+00,6.62584000000000E+07,1.04000000000000E+01
106,2.29933366754128E+00,6.68955000000000E+07,1.05000000000000E+01
107,2.38582913474636E+00,6.75326000000000E+07,1.06000000000000E+01
108,2.47574735008219E+00,6.81697000000000E+07,1.07000000000000E+01
109,2.56951503327018E+00,6.88068000000000E+07,1.08000000000000E+01
110,2.66776597656386E+00,6.94439000000000E+07,1.09000000000000E+01
111,2.76991791131993E+00,7.00810000000000E+07,1.10000000000000E+01
112,2.87700133107338E+00,7.07181000000000E+07,1.11000000000000E+01
113,2.98872644273193E+00,7.13552000000000E+07,1.12000000000000E+01
114,3.10540574248456E+00,7.19923000000000E+07,1.13000000000000E+01
115,3.22838490258378E+00,7.26294000000000E+07,1.14000000000000E+01
116,3.35618656296535E+00,7.32665000000000E+07,1.15000000000000E+01
117,3.49106706726011E+00,7.39036000000000E+07,1.16000000000000E+01
118,3.63237931124922E+00,7.45407000000000E+07,1.17000000000000E+01
119,3.78010414262474E+00,7.51778000000000E+07,1.18000000000000E+01
120,3.93491261751495E+00,7.58149000000000E+07,1.19000000000000E+01
121,4.09859624686705E+00,7.64520000000000E+07,1.20000000000000E+01
122,4.26942477511390E+00,7.70891000000000E+07,1.21000000000000E+01
123,4.56416088618240E+00,7.77262000000000E+07,1.22000000000000E+01
124,4.63749568099102E+00,7.83633000000000E+07,1.23000000000000E+01
125,4.83432673687012E+00,7.90004000000000E+07,1.24000000000000E+01
126,5.04263542795358E+00,7.96375000000000E+07,1.25000000000000E+01
127,5.26167219376855E+00,8.02746000000000E+07,1.26000000000000E+01
128,5.49218993456046E+00,8.09117000000000E+07,1.27000000000000E+01
129,5.73510425211362E+00,8.15488000000000E+07,1.28000000000000E+01
130,5.99056721933068E+00,8.21859000000000E+07,1.29000000000000E+01
131,6.26011705733150E+00,8.28230000000000E+07,1.30000000000000E+01
132,6.54521127404186E+00,8.34601000000000E+07,1.31000000000000E+01
133,6.84507198863406E+00,8.40972000000000E+07,1.32000000000000E+01
134,7.16123357097947E+00,8.47343000000000E+07,1.33000000000000E+01
135,7.49626005874660E+00,8.53714000000000E+07,1.34000000000000E+01
136,7.84953889534687E+00,8.60085000000000E+07,1.35000000000000E+01
137,8.22466024956309E+00,8.66456000000000E+07,1.36000000000000E+01
138,8.62127042199649E+00,8.72827000000000E+07,1.37000000000000E+01
139,9.04115488044765E+00,8.79198000000000E+07,1.38000000000000E+01
140,9.48517077962296E+00,8.85569000000000E+07,1.39000000000000E+01
141,9.96036472050338E+00,8.91940000000000E+07,1.40000000000000E+01
142,1.04626262437099E+01,8.98311000000000E+07,1.41000000000000E+01
143,1.09966926259934E+01,9.04682000000000E+07,1.42000000000000E+01
144,1.15652885526872E+01,9.11053000000000E+07,1.43000000000000E+01
145,1.21712563781265E+01,9.17424000000000E+07,1.44000000000000E+01
146,1.28177155987608E+01,9.23795000000000E+07,1.45000000000000E+01
147,1.35081047944708E+01,9.30166000000000E+07,1.46000000000000E+01
148,1.42462318451188E+01,9.36537000000000E+07,1.47000000000000E+01
149,1.50363293796833E+01,9.42908000000000E+07,1.48000000000000E+01
150,1.58831129870565E+01,9.49279000000000E+07,1.49000000000000E+01
151,1.67918386381028E+01,9.55650000000000E+07,1.50000000000000E+01
152,1.77683596267781E+01,9.62021000000000E+07,1.51000000000000E+01
153,1.88191852905508E+01,9.68392000000000E+07,1.52000000000000E+01
154,1.99515481949724E+01,9.74763000000000E+07,1.53000000000000E+01
155,2.11734892887821E+01,9.81134000000000E+07,1.54000000000000E+01
156,2.24939706932151E+01,9.87505000000000E+07,1.55000000000000E+01
157,2.39230239561973E+01,9.93876000000000E+07,1.56000000000000E+01
158,2.54719351174194E+01,1.00024700000000E+08,1.57000000000000E+01
159,2.71534632931512E+01,1.00661800000000E+08,1.58000000000000E+01
160,2.89820861525179E+01,1.01298900000000E+08,1.59000000000000E+01
161,3.09742658590933E+01,1.01936000000000E+08,1.60000000000000E+01
162,3.31487431239562E+01,1.02573100000000E+08,1.61000000000000E+01
163,3.55268763864156E+01,1.03210200000000E+08,1.62000000000000E+01
164,3.81330616868240E+01,1.03847300000000E+08,1.63000000000000E+01
165,4.09952736807878E+01,1.04484400000000E+08,1.64000000000000E+01
166,4.41457632735380E+01,1.05121500000000E+08,1.65000000000000E+01
167,4.76219290709321E+01,1.05758600000000E+08,1.66000000000000E+01
168,5.14673671149157E+01,1.06395700000000E+08,1.67000000000000E+01
169,5.57331041517608E+01,1.07032800000000E+08,1.68000000000000E+01
170,6.04790598120143E+01,1.07669900000000E+08,1.69000000000000E+01
171,6.91071830024308E+01,1.08307000000000E+08,1.70000000000000E+01
172,7.17071102292673E+01,1.08944100000000E+08,1.71000000000000E+01
173,7.83726034258770E+01,1.09581200000000E+08,1.72000000000000E+01
174,9.05454388278713E+01,1.10218300000000E+08,1.73000000000000E+01
175,9.85511907639067E+01,1.10855400000000E+08,1.74000000000000E+01
176,1.04110355991171E+02,1.11492500000000E+08,1.75000000000000E+01
177,1.21515536263020E+02,1.12129600000000E+08,1.76000000000000E+01
178,1.33833614696852E+02,1.12766700000000E+08,1.77000000000000E+01
179,1.42825093980008E+02,1.13403800000000E+08,1.78000000000000E+01
180,1.51057590725716E+02,1.13713524672380E+08,1.78486147657160E+01
181,1.65816987203158E+02,1.14023249344760E+08,1.78972295314320E+01
182,1.75958354298143E+02,1.14332974017130E+08,1.79458442971490E+01
183,1.85706320537387E+02,1.14642698689510E+08,1.79944590628650E+01
184,1.96218810556831E+02,1.14952423361890E+08,1.80430738285810E+01
185,2.07591700889798E+02,1.15262148034270E+08,1.80916885942970E+01
186,2.19944776821573E+02,1.15571872706640E+08,1.81403033600130E+01
187,2.33428298681075E+02,1.15881597379020E+08,1.81889181257290E+01
188,2.48224372329174E+02,1.16191322051400E+08,1.82375328914460E+01
189,2.64537682367709E+02,1.16501046723780E+08,1.82861476571620E+01
190,2.82582606372314E+02,1.16810771396160E+08,1.83347624228780E+01
191,3.02584289909362E+02,1.17120496068530E+08,1.83833771885940E+01
192,3.24796125306565E+02,1.17430220740910E+08,1.84319919543100E+01
193,3.49520903873338E+02,1.17739945413290E+08,1.84806067200260E+01
194,3.77129462008025E+02,1.18049670085670E+08,1.85292214857430E+01
195,4.08079491016088E+02,1.18359394758040E+08,1.85778362514590E+01
196,4.42938901953605E+02,1.18669119430420E+08,1.86264510171750E+01
197,4.82417458890605E+02,1.18978844102800E+08,1.86750657828910E+01
198,5.27410131161484E+02,1.19288568775180E+08,1.87236805486070E+01
199,5.79054895375650E+02,1.19598293447550E+08,1.87722953143230E+01
200,6.38800808703989E+02,1.19908018119930E+08,1.88209100800400E+01
201,7.08437616309435E+02,1.20217742792310E+08,1.88695248457560E+01
202,7.90227284473637E+02,1.20527467464690E+08,1.89181396114720E+01
203,8.79942451227483E+02,1.20837192137070E+08,1.89667543771880E+01
204,8.04400706281875E+03,1.21146916809440E+08,1.90153691429040E+01
205,8.12012487032607E+03,1.21456641481820E+08,1.90639839086200E+01
206,8.77613680720446E+03,1.21766366154200E+08,1.91125986743370E+01
207,9.00613146849426E+03,1.22076090826580E+08,1.91612134400530E+01
208,9.99834716206388E+03,1.22385815498950E+08,1.92098282057690E+01
209,9.99848882530623E+03,1.22695540171330E+08,1.92584429714850E+01
210,9.99863048854859E+03,1.23005264843710E+08,1.93070577372010E+01
211,9.99889911103274E+03,1.23314989516090E+08,1.93556725029180E+01
212,9.99892764380536E+03,1.23624714188470E+08,1.94042872686340E+01
213,9.99900477932575E+03,1.23934438860840E+08,1.94529020343500E+01
214,9.99912468411823E+03,1.24244163533220E+08,1.95015168000660E+01
215,9.99926853594821E+03,1.24553888205600E+08,1.95501315657820E+01
216,9.99942850683490E+03,1.24863612877980E+08,1.95987463314980E+01
217,9.99960303931138E+03,1.25173337550350E+08,1.96473610972150E+01
218,9.99979294246686E+03,1.25483062222730E+08,1.96959758629310E+01
219,1.00000000000000E+04,1.25792786895110E+08,1.97445906286470E+01
